"Time Stamp","Time Zone","Name","PTID","Load"
"06/17/2017 00:00:00","EDT","CAPITL",61757,1159.4
"06/17/2017 00:00:00","EDT","CENTRL",61754,1628.7
"06/17/2017 00:00:00","EDT","DUNWOD",61760,600.4
"06/17/2017 00:00:00","EDT","GENESE",61753,1187.3
"06/17/2017 00:00:00","EDT","HUD VL",61758,979
"06/17/2017 00:00:00","EDT","LONGIL",61762,2129.3
"06/17/2017 00:00:00","EDT","MHK VL",61756,730.3
"06/17/2017 00:00:00","EDT","MILLWD",61759,268.7
"06/17/2017 00:00:00","EDT","N.Y.C.",61761,5461.7
"06/17/2017 00:00:00","EDT","NORTH",61755,413.7
"06/17/2017 00:00:00","EDT","WEST",61752,1746.7
"06/17/2017 00:05:00","EDT","CAPITL",61757,1153.1
"06/17/2017 00:05:00","EDT","CENTRL",61754,1621.7
"06/17/2017 00:05:00","EDT","DUNWOD",61760,586.4
"06/17/2017 00:05:00","EDT","GENESE",61753,1176.7
"06/17/2017 00:05:00","EDT","HUD VL",61758,961.4
"06/17/2017 00:05:00","EDT","LONGIL",61762,2119.6
"06/17/2017 00:05:00","EDT","MHK VL",61756,728.8
"06/17/2017 00:05:00","EDT","MILLWD",61759,277.6
"06/17/2017 00:05:00","EDT","N.Y.C.",61761,5444.2
"06/17/2017 00:05:00","EDT","NORTH",61755,416.6
"06/17/2017 00:05:00","EDT","WEST",61752,1761.9
"06/17/2017 00:10:00","EDT","CAPITL",61757,1145.1
"06/17/2017 00:10:00","EDT","CENTRL",61754,1597.8
"06/17/2017 00:10:00","EDT","DUNWOD",61760,577.2
"06/17/2017 00:10:00","EDT","GENESE",61753,1160.8
"06/17/2017 00:10:00","EDT","HUD VL",61758,962.4
"06/17/2017 00:10:00","EDT","LONGIL",61762,2115.7
"06/17/2017 00:10:00","EDT","MHK VL",61756,733.7
"06/17/2017 00:10:00","EDT","MILLWD",61759,271
"06/17/2017 00:10:00","EDT","N.Y.C.",61761,5391.5
"06/17/2017 00:10:00","EDT","NORTH",61755,404.3
"06/17/2017 00:10:00","EDT","WEST",61752,1723.2
"06/17/2017 00:15:00","EDT","CAPITL",61757,1132.7
