"Time Stamp","Time Zone","Name","PTID","Load"
"06/21/2017 00:00:00","EDT","CAPITL",61757,1284.3
"06/21/2017 00:00:00","EDT","CENTRL",61754,1619.4
"06/21/2017 00:00:00","EDT","DUNWOD",61760,750.2
"06/21/2017 00:00:00","EDT","GENESE",61753,998.6
"06/21/2017 00:00:00","EDT","HUD VL",61758,1078.3
"06/21/2017 00:00:00","EDT","LONGIL",61762,2556.5
"06/21/2017 00:00:00","EDT","MHK VL",61756,801.1
"06/21/2017 00:00:00","EDT","MILLWD",61759,340.1
"06/21/2017 00:00:00","EDT","N.Y.C.",61761,6643.9
"06/21/2017 00:00:00","EDT","NORTH",61755,444.7
"06/21/2017 00:00:00","EDT","WEST",61752,1585.7
"06/21/2017 00:05:00","EDT","CAPITL",61757,1280.1
"06/21/2017 00:05:00","EDT","CENTRL",61754,1606.6
"06/21/2017 00:05:00","EDT","DUNWOD",61760,743.6
"06/21/2017 00:05:00","EDT","GENESE",61753,992.8
"06/21/2017 00:05:00","EDT","HUD VL",61758,1078.1
"06/21/2017 00:05:00","EDT","LONGIL",61762,2534.2
"06/21/2017 00:05:00","EDT","MHK VL",61756,791.5
"06/21/2017 00:05:00","EDT","MILLWD",61759,350.2
"06/21/2017 00:05:00","EDT","N.Y.C.",61761,6611.7
"06/21/2017 00:05:00","EDT","NORTH",61755,440
"06/21/2017 00:05:00","EDT","WEST",61752,1571.9
"06/21/2017 00:10:00","EDT","CAPITL",61757,1274.5
"06/21/2017 00:10:00","EDT","CENTRL",61754,1616.5
"06/21/2017 00:10:00","EDT","DUNWOD",61760,722.9
"06/21/2017 00:10:00","EDT","GENESE",61753,980.2
"06/21/2017 00:10:00","EDT","HUD VL",61758,1070.4
"06/21/2017 00:10:00","EDT","LONGIL",61762,2508.3
"06/21/2017 00:10:00","EDT","MHK VL",61756,785.4
"06/21/2017 00:10:00","EDT","MILLWD",61759,348.5
"06/21/2017 00:10:00","EDT","N.Y.C.",61761,6553
"06/21/2017 00:10:00","EDT","NORTH",61755,444.2
"06/21/2017 00:10:00","EDT","WEST",61752,1566.2
"06/21/2017 00:15:00","EDT","CAPITL",61757,1261.4
"06/21/2017 00:15:00","EDT","CENTRL",61754,1597.2
"06/21/2017 00:15:00","EDT","DUNWOD",61760,732
"06/21/2017 00:15:00","EDT","GENESE",61753,969.4
"06/21/2017 00:15:00","EDT","HUD VL",61758,1063.8
"06/21/2017 00:15:00","EDT","LONGIL",61762,2491.3
"06/21/2017 00:15:00","EDT","MHK VL",61756,805.7
"06/21/2017 00:15:00","EDT","MILLWD",61759,327.1
"06/21/2017 00:15:00","EDT","N.Y.C.",61761,6503
"06/21/2017 00:15:00","EDT","NORTH",61755,438.6
"06/21/2017 00:15:00","EDT","WEST",61752,1580.5
"06/21/2017 00:20:00","EDT","CAPITL",61757,1253.9
"06/21/2017 00:20:00","EDT","CENTRL",61754,1600.8
"06/21/2017 00:20:00","EDT","DUNWOD",61760,711.5
"06/21/2017 00:20:00","EDT","GENESE",61753,975.8
"06/21/2017 00:20:00","EDT","HUD VL",61758,1059.5
"06/21/2017 00:20:00","EDT","LONGIL",61762,2472.2
"06/21/2017 00:20:00","EDT","MHK VL",61756,792.5
"06/21/2017 00:20:00","EDT","MILLWD",61759,333.3
"06/21/2017 00:20:00","EDT","N.Y.C.",61761,6465
"06/21/2017 00:20:00","EDT","NORTH",61755,440.8
"06/21/2017 00:20:00","EDT","WEST",61752,1556
"06/21/2017 00:25:00","EDT","CAPITL",61757,1255.5
"06/21/2017 00:25:00","EDT","CENTRL",61754,1577.7
"06/21/2017 00:25:00","EDT","DUNWOD",61760,731.7
"06/21/2017 00:25:00","EDT","GENESE",61753,971.2
"06/21/2017 00:25:00","EDT","HUD VL",61758,1053
"06/21/2017 00:25:00","EDT","LONGIL",61762,2461.8
"06/21/2017 00:25:00","EDT","MHK VL",61756,796.6
"06/21/2017 00:25:00","EDT","MILLWD",61759,323.5
"06/21/2017 00:25:00","EDT","N.Y.C.",61761,6447.6
"06/21/2017 00:25:00","EDT","NORTH",61755,431.2
"06/21/2017 00:25:00","EDT","WEST",61752,1565.4
"06/21/2017 00:30:00","EDT","CAPITL",61757,1248.7
"06/21/2017 00:30:00","EDT","CENTRL",61754,1596.1
"06/21/2017 00:30:00","EDT","DUNWOD",61760,716.1
"06/21/2017 00:30:00","EDT","GENESE",61753,965.8
"06/21/2017 00:30:00","EDT","HUD VL",61758,1043.3
"06/21/2017 00:30:00","EDT","LONGIL",61762,2449.7
"06/21/2017 00:30:00","EDT","MHK VL",61756,788
"06/21/2017 00:30:00","EDT","MILLWD",61759,336.8
"06/21/2017 00:30:00","EDT","N.Y.C.",61761,6392.7
"06/21/2017 00:30:00","EDT","NORTH",61755,433.4
"06/21/2017 00:30:00","EDT","WEST",61752,1549.5
"06/21/2017 00:35:00","EDT","CAPITL",61757,1229
"06/21/2017 00:35:00","EDT","CENTRL",61754,1623.3
"06/21/2017 00:35:00","EDT","DUNWOD",61760,697.9
"06/21/2017 00:35:00","EDT","GENESE",61753,965.2
"06/21/2017 00:35:00","EDT","HUD VL",61758,1038.3
"06/21/2017 00:35:00","EDT","LONGIL",61762,2451
"06/21/2017 00:35:00","EDT","MHK VL",61756,790.9
"06/21/2017 00:35:00","EDT","MILLWD",61759,336.8
"06/21/2017 00:35:00","EDT","N.Y.C.",61761,6419.3
"06/21/2017 00:35:00","EDT","NORTH",61755,430
"06/21/2017 00:35:00","EDT","WEST",61752,1528.5
"06/21/2017 00:40:00","EDT","CAPITL",61757,1225.2
"06/21/2017 00:40:00","EDT","CENTRL",61754,1611.9
"06/21/2017 00:40:00","EDT","DUNWOD",61760,693.7
"06/21/2017 00:40:00","EDT","GENESE",61753,959.9
"06/21/2017 00:40:00","EDT","HUD VL",61758,1026.7
