"Time Stamp","Time Zone","Name","PTID","Load"
"05/20/2017 00:00:00","EDT","CAPITL",61757,1057.3
"05/20/2017 00:00:00","EDT","CENTRL",61754,1381.5
"05/20/2017 00:00:00","EDT","DUNWOD",61760,713.9
"05/20/2017 00:00:00","EDT","GENESE",61753,839.5
"05/20/2017 00:00:00","EDT","HUD VL",61758,1004.3
"05/20/2017 00:00:00","EDT","LONGIL",61762,2497.2
"05/20/2017 00:00:00","EDT","MHK VL",61756,671.7
"05/20/2017 00:00:00","EDT","MILLWD",61759,292.3
"05/20/2017 00:00:00","EDT","N.Y.C.",61761,6564.1
"05/20/2017 00:00:00","EDT","NORTH",61755,420.8
"05/20/2017 00:00:00","EDT","WEST",61752,1452.2
"05/20/2017 00:02:20","EDT","CAPITL",61757,1036
"05/20/2017 00:02:20","EDT","CENTRL",61754,1368.4
"05/20/2017 00:02:20","EDT","DUNWOD",61760,727.7
"05/20/2017 00:02:20","EDT","GENESE",61753,829.7
"05/20/2017 00:02:20","EDT","HUD VL",61758,990
"05/20/2017 00:02:20","EDT","LONGIL",61762,2443.7
"05/20/2017 00:02:20","EDT","MHK VL",61756,660.1
"05/20/2017 00:02:20","EDT","MILLWD",61759,263.6
"05/20/2017 00:02:20","EDT","N.Y.C.",61761,6483
"05/20/2017 00:02:20","EDT","NORTH",61755,422
"05/20/2017 00:02:20","EDT","WEST",61752,1450.9
"05/20/2017 00:04:20","EDT","CAPITL",61757,1031.2
"05/20/2017 00:04:20","EDT","CENTRL",61754,1368.2
"05/20/2017 00:04:20","EDT","DUNWOD",61760,734.3
"05/20/2017 00:04:20","EDT","GENESE",61753,825.8
"05/20/2017 00:04:20","EDT","HUD VL",61758,1001.8
"05/20/2017 00:04:20","EDT","LONGIL",61762,2461.6
"05/20/2017 00:04:20","EDT","MHK VL",61756,651.8
"05/20/2017 00:04:20","EDT","MILLWD",61759,256.4
"05/20/2017 00:04:20","EDT","N.Y.C.",61761,6403.1
"05/20/2017 00:04:20","EDT","NORTH",61755,409.2
"05/20/2017 00:04:20","EDT","WEST",61752,1443.5
"05/20/2017 00:05:00","EDT","CAPITL",61757,1021.5
"05/20/2017 00:05:00","EDT","CENTRL",61754,1396.3
"05/20/2017 00:05:00","EDT","DUNWOD",61760,718.9
"05/20/2017 00:05:00","EDT","GENESE",61753,830.3
"05/20/2017 00:05:00","EDT","HUD VL",61758,998.3
"05/20/2017 00:05:00","EDT","LONGIL",61762,2440.8
"05/20/2017 00:05:00","EDT","MHK VL",61756,652.7
"05/20/2017 00:05:00","EDT","MILLWD",61759,261
"05/20/2017 00:05:00","EDT","N.Y.C.",61761,6408.1
"05/20/2017 00:05:00","EDT","NORTH",61755,411.5
"05/20/2017 00:05:00","EDT","WEST",61752,1433.1
"05/20/2017 00:10:00","EDT","CAPITL",61757,1027.2
"05/20/2017 00:10:00","EDT","CENTRL",61754,1385.3
"05/20/2017 00:10:00","EDT","DUNWOD",61760,711.2
"05/20/2017 00:10:00","EDT","GENESE",61753,833
"05/20/2017 00:10:00","EDT","HUD VL",61758,1014.8
"05/20/2017 00:10:00","EDT","LONGIL",61762,2448.2
"05/20/2017 00:10:00","EDT","MHK VL",61756,646.5
"05/20/2017 00:10:00","EDT","MILLWD",61759,270.8
"05/20/2017 00:10:00","EDT","N.Y.C.",61761,6379.5
"05/20/2017 00:10:00","EDT","NORTH",61755,413.5
"05/20/2017 00:10:00","EDT","WEST",61752,1394
"05/20/2017 00:10:38","EDT","CAPITL",61757,1031.5
"05/20/2017 00:10:38","EDT","CENTRL",61754,1394.2
"05/20/2017 00:10:38","EDT","DUNWOD",61760,711.3
"05/20/2017 00:10:38","EDT","GENESE",61753,827.4
"05/20/2017 00:10:38","EDT","HUD VL",61758,975.5
"05/20/2017 00:10:38","EDT","LONGIL",61762,2395.4
"05/20/2017 00:10:38","EDT","MHK VL",61756,661.5
"05/20/2017 00:10:38","EDT","MILLWD",61759,268.9
"05/20/2017 00:10:38","EDT","N.Y.C.",61761,6320.5
"05/20/2017 00:10:38","EDT","NORTH",61755,409.3
"05/20/2017 00:10:38","EDT","WEST",61752,1415.5
"05/20/2017 00:15:00","EDT","CAPITL",61757,1036.7
"05/20/2017 00:15:00","EDT","CENTRL",61754,1403.9
"05/20/2017 00:15:00","EDT","DUNWOD",61760,704.6
"05/20/2017 00:15:00","EDT","GENESE",61753,824.2
"05/20/2017 00:15:00","EDT","HUD VL",61758,1003.3
"05/20/2017 00:15:00","EDT","LONGIL",61762,2404.7
"05/20/2017 00:15:00","EDT","MHK VL",61756,642.8
"05/20/2017 00:15:00","EDT","MILLWD",61759,252.9
"05/20/2017 00:15:00","EDT","N.Y.C.",61761,6326.5
"05/20/2017 00:15:00","EDT","NORTH",61755,431.1
"05/20/2017 00:15:00","EDT","WEST",61752,1427.6
"05/20/2017 00:15:02","EDT","CAPITL",61757,1032.7
"05/20/2017 00:15:02","EDT","CENTRL",61754,1400.4
"05/20/2017 00:15:02","EDT","DUNWOD",61760,706.6
"05/20/2017 00:15:02","EDT","GENESE",61753,818.7
"05/20/2017 00:15:02","EDT","HUD VL",61758,969.6
"05/20/2017 00:15:02","EDT","LONGIL",61762,2373
"05/20/2017 00:15:02","EDT","MHK VL",61756,645.7
"05/20/2017 00:15:02","EDT","MILLWD",61759,253.8
"05/20/2017 00:15:02","EDT","N.Y.C.",61761,6274.5
"05/20/2017 00:15:02","EDT","NORTH",61755,418.4
"05/20/2017 00:15:02","EDT","WEST",61752,1443.7
"05/20/2017 00:20:00","EDT","CAPITL",61757,1038.8
"05/20/2017 00:20:00","EDT","CENTRL",61754,1403
"05/20/2017 00:20:00","EDT","DUNWOD",61760,698.6
"05/20/2017 00:20:00","EDT","GENESE",61753,819.8
"05/20/2017 00:20:00","EDT","HUD VL",61758,980.2
"05/20/2017 00:20:00","EDT","LONGIL",61762,2373.3
