"Time Stamp","Time Zone","Name","PTID","Load"
"05/17/2017 00:00:00","EDT","CAPITL",61757,999.8
"05/17/2017 00:00:00","EDT","CENTRL",61754,1357.7
"05/17/2017 00:00:00","EDT","DUNWOD",61760,546.3
"05/17/2017 00:00:00","EDT","GENESE",61753,855
"05/17/2017 00:00:00","EDT","HUD VL",61758,828.9
"05/17/2017 00:00:00","EDT","LONGIL",61762,1826.3
"05/17/2017 00:00:00","EDT","MHK VL",61756,685.8
"05/17/2017 00:00:00","EDT","MILLWD",61759,258.9
"05/17/2017 00:00:00","EDT","N.Y.C.",61761,4918.9
"05/17/2017 00:00:00","EDT","NORTH",61755,407.9
"05/17/2017 00:00:00","EDT","WEST",61752,1473.6
"05/17/2017 00:05:00","EDT","CAPITL",61757,989.5
"05/17/2017 00:05:00","EDT","CENTRL",61754,1337.6
"05/17/2017 00:05:00","EDT","DUNWOD",61760,538.6
"05/17/2017 00:05:00","EDT","GENESE",61753,851.6
"05/17/2017 00:05:00","EDT","HUD VL",61758,807.4
"05/17/2017 00:05:00","EDT","LONGIL",61762,1808.4
"05/17/2017 00:05:00","EDT","MHK VL",61756,674.6
"05/17/2017 00:05:00","EDT","MILLWD",61759,277.5
"05/17/2017 00:05:00","EDT","N.Y.C.",61761,4851.1
"05/17/2017 00:05:00","EDT","NORTH",61755,415.7
"05/17/2017 00:05:00","EDT","WEST",61752,1468.9
"05/17/2017 00:10:00","EDT","CAPITL",61757,994.6
"05/17/2017 00:10:00","EDT","CENTRL",61754,1342.8
"05/17/2017 00:10:00","EDT","DUNWOD",61760,535.5
"05/17/2017 00:10:00","EDT","GENESE",61753,842
"05/17/2017 00:10:00","EDT","HUD VL",61758,803.9
"05/17/2017 00:10:00","EDT","LONGIL",61762,1787.6
"05/17/2017 00:10:00","EDT","MHK VL",61756,671.4
"05/17/2017 00:10:00","EDT","MILLWD",61759,268.2
"05/17/2017 00:10:00","EDT","N.Y.C.",61761,4808.7
"05/17/2017 00:10:00","EDT","NORTH",61755,410.2
"05/17/2017 00:10:00","EDT","WEST",61752,1448.8
