"Time Stamp","Time Zone","Name","PTID","Load"
"05/19/2017 00:00:00","EDT","CAPITL",61757,1185.8
"05/19/2017 00:00:00","EDT","CENTRL",61754,1637.5
"05/19/2017 00:00:00","EDT","DUNWOD",61760,854
"05/19/2017 00:00:00","EDT","GENESE",61753,1059.1
"05/19/2017 00:00:00","EDT","HUD VL",61758,1246.3
"05/19/2017 00:00:00","EDT","LONGIL",61762,2491.3
"05/19/2017 00:00:00","EDT","MHK VL",61756,755.9
"05/19/2017 00:00:00","EDT","MILLWD",61759,401.7
"05/19/2017 00:00:00","EDT","N.Y.C.",61761,6978.7
"05/19/2017 00:00:00","EDT","NORTH",61755,426.7
"05/19/2017 00:00:00","EDT","WEST",61752,1622.5
"05/19/2017 00:05:00","EDT","CAPITL",61757,1163.5
"05/19/2017 00:05:00","EDT","CENTRL",61754,1593
"05/19/2017 00:05:00","EDT","DUNWOD",61760,834.1
"05/19/2017 00:05:00","EDT","GENESE",61753,1048.2
"05/19/2017 00:05:00","EDT","HUD VL",61758,1229.3
"05/19/2017 00:05:00","EDT","LONGIL",61762,2477.4
"05/19/2017 00:05:00","EDT","MHK VL",61756,735.2
"05/19/2017 00:05:00","EDT","MILLWD",61759,392.1
"05/19/2017 00:05:00","EDT","N.Y.C.",61761,6991.1
"05/19/2017 00:05:00","EDT","NORTH",61755,434
"05/19/2017 00:05:00","EDT","WEST",61752,1624.1
"05/19/2017 00:10:00","EDT","CAPITL",61757,1150.3
"05/19/2017 00:10:00","EDT","CENTRL",61754,1580.5
"05/19/2017 00:10:00","EDT","DUNWOD",61760,835.7
"05/19/2017 00:10:00","EDT","GENESE",61753,1035
"05/19/2017 00:10:00","EDT","HUD VL",61758,1224.3
"05/19/2017 00:10:00","EDT","LONGIL",61762,2449.6
"05/19/2017 00:10:00","EDT","MHK VL",61756,730.2
"05/19/2017 00:10:00","EDT","MILLWD",61759,367.1
"05/19/2017 00:10:00","EDT","N.Y.C.",61761,6946.4
"05/19/2017 00:10:00","EDT","NORTH",61755,426.9
"05/19/2017 00:10:00","EDT","WEST",61752,1617.1
"05/19/2017 00:15:00","EDT","CAPITL",61757,1144.9
"05/19/2017 00:15:00","EDT","CENTRL",61754,1549.5
"05/19/2017 00:15:00","EDT","DUNWOD",61760,825.2
"05/19/2017 00:15:00","EDT","GENESE",61753,1036.8
"05/19/2017 00:15:00","EDT","HUD VL",61758,1191.4
"05/19/2017 00:15:00","EDT","LONGIL",61762,2417.9
"05/19/2017 00:15:00","EDT","MHK VL",61756,700.5
"05/19/2017 00:15:00","EDT","MILLWD",61759,385.5
"05/19/2017 00:15:00","EDT","N.Y.C.",61761,6862.1
"05/19/2017 00:15:00","EDT","NORTH",61755,422.7
"05/19/2017 00:15:00","EDT","WEST",61752,1592
"05/19/2017 00:20:00","EDT","CAPITL",61757,1129.7
"05/19/2017 00:20:00","EDT","CENTRL",61754,1559.4
"05/19/2017 00:20:00","EDT","DUNWOD",61760,822.2
"05/19/2017 00:20:00","EDT","GENESE",61753,1020.4
"05/19/2017 00:20:00","EDT","HUD VL",61758,1203.6
"05/19/2017 00:20:00","EDT","LONGIL",61762,2423.9
"05/19/2017 00:20:00","EDT","MHK VL",61756,706.5
"05/19/2017 00:20:00","EDT","MILLWD",61759,364.6
"05/19/2017 00:20:00","EDT","N.Y.C.",61761,6844.9
"05/19/2017 00:20:00","EDT","NORTH",61755,429.7
"05/19/2017 00:20:00","EDT","WEST",61752,1595.1
"05/19/2017 00:25:00","EDT","CAPITL",61757,1127.5
"05/19/2017 00:25:00","EDT","CENTRL",61754,1546
"05/19/2017 00:25:00","EDT","DUNWOD",61760,780.8
"05/19/2017 00:25:00","EDT","GENESE",61753,1018.7
"05/19/2017 00:25:00","EDT","HUD VL",61758,1183.9
"05/19/2017 00:25:00","EDT","LONGIL",61762,2411.1
"05/19/2017 00:25:00","EDT","MHK VL",61756,729.2
"05/19/2017 00:25:00","EDT","MILLWD",61759,417.3
"05/19/2017 00:25:00","EDT","N.Y.C.",61761,6823.1
"05/19/2017 00:25:00","EDT","NORTH",61755,426.5
"05/19/2017 00:25:00","EDT","WEST",61752,1591.5
"05/19/2017 00:30:00","EDT","CAPITL",61757,1120.9
"05/19/2017 00:30:00","EDT","CENTRL",61754,1519.5
"05/19/2017 00:30:00","EDT","DUNWOD",61760,784.6
"05/19/2017 00:30:00","EDT","GENESE",61753,1008.9
"05/19/2017 00:30:00","EDT","HUD VL",61758,1160.6
"05/19/2017 00:30:00","EDT","LONGIL",61762,2375
"05/19/2017 00:30:00","EDT","MHK VL",61756,721.2
"05/19/2017 00:30:00","EDT","MILLWD",61759,404.4
