"Time Stamp","Time Zone","Name","PTID","Load"
"06/05/2017 00:00:00","EDT","CAPITL",61757,986
"06/05/2017 00:00:00","EDT","CENTRL",61754,1434.7
"06/05/2017 00:00:00","EDT","DUNWOD",61760,493.9
"06/05/2017 00:00:00","EDT","GENESE",61753,846.7
"06/05/2017 00:00:00","EDT","HUD VL",61758,835.3
"06/05/2017 00:00:00","EDT","LONGIL",61762,1807.2
"06/05/2017 00:00:00","EDT","MHK VL",61756,613.6
"06/05/2017 00:00:00","EDT","MILLWD",61759,228.7
"06/05/2017 00:00:00","EDT","N.Y.C.",61761,4707.3
"06/05/2017 00:00:00","EDT","NORTH",61755,397.4
"06/05/2017 00:00:00","EDT","WEST",61752,1476.9
"06/05/2017 00:05:00","EDT","CAPITL",61757,975.7
"06/05/2017 00:05:00","EDT","CENTRL",61754,1418.6
"06/05/2017 00:05:00","EDT","DUNWOD",61760,492.7
"06/05/2017 00:05:00","EDT","GENESE",61753,834
"06/05/2017 00:05:00","EDT","HUD VL",61758,821.8
"06/05/2017 00:05:00","EDT","LONGIL",61762,1786.3
"06/05/2017 00:05:00","EDT","MHK VL",61756,604.9
"06/05/2017 00:05:00","EDT","MILLWD",61759,237.3
"06/05/2017 00:05:00","EDT","N.Y.C.",61761,4684.5
"06/05/2017 00:05:00","EDT","NORTH",61755,425
"06/05/2017 00:05:00","EDT","WEST",61752,1501.5
"06/05/2017 00:10:00","EDT","CAPITL",61757,966
"06/05/2017 00:10:00","EDT","CENTRL",61754,1358.1
"06/05/2017 00:10:00","EDT","DUNWOD",61760,490.1
"06/05/2017 00:10:00","EDT","GENESE",61753,852.1
"06/05/2017 00:10:00","EDT","HUD VL",61758,804
"06/05/2017 00:10:00","EDT","LONGIL",61762,1773.9
"06/05/2017 00:10:00","EDT","MHK VL",61756,605.1
"06/05/2017 00:10:00","EDT","MILLWD",61759,243.5
"06/05/2017 00:10:00","EDT","N.Y.C.",61761,4638.8
"06/05/2017 00:10:00","EDT","NORTH",61755,433.1
"06/05/2017 00:10:00","EDT","WEST",61752,1499.1
"06/05/2017 00:15:00","EDT","CAPITL",61757,964.2
"06/05/2017 00:15:00","EDT","CENTRL",61754,1371.3
"06/05/2017 00:15:00","EDT","DUNWOD",61760,493.2
"06/05/2017 00:15:00","EDT","GENESE",61753,830.9
"06/05/2017 00:15:00","EDT","HUD VL",61758,833.6
"06/05/2017 00:15:00","EDT","LONGIL",61762,1757.7
"06/05/2017 00:15:00","EDT","MHK VL",61756,606.5
"06/05/2017 00:15:00","EDT","MILLWD",61759,229.7
"06/05/2017 00:15:00","EDT","N.Y.C.",61761,4643.3
"06/05/2017 00:15:00","EDT","NORTH",61755,409.5
"06/05/2017 00:15:00","EDT","WEST",61752,1487.1
"06/05/2017 00:20:00","EDT","CAPITL",61757,961.7
"06/05/2017 00:20:00","EDT","CENTRL",61754,1403.4
